"name","website","telephone","fax","description"
"Tallinn Shipyard Ltd. - BLRT Grupp Estonia ","www.blrt.ee","+372 6 102 252","+372 6 102 030","Tallinn Shipyard is located in Tallinn, Estonia, and has been a leading ship repair Yard in the Baltic since 1912. The Yard was formerly known as Baltic Ship Repairers and was renamed in early 2002 after the BSR Group purchased Western Shiprepair Yard in Lithuania.\nThe Yard has extensive experience in the repair of all vessel types including reefer ships, Ro-Ros, passenger ships, chemical tankers and LPG carriers. As well as general ship repair the Yard also undertakes conversion work and newbuildings. The Yard has three floating docks and 11 slipways, including two covered slips for vessel newbuildings up to 70m.\nThe BLRT Grupp is also involved in steel fabrication for a number of international companies from its extensive steel facilities at the Yard; these storage and workshop facilities also enable the Yard to readily undertake major steel work on vessels.\nTallinn Shipyard owns 3 floating docks, which range from 101 to 165 meters in length and can handle any type of vessel up to 24,000 tons dwt, with the following characteristics:\nAll docks are serviced with electrical power, ballast water, cooling water, fresh water, fire mains, compressed air and telephones.\nLifting capacity [ t ] 4 500 8 500 12 000\nDocking capacity [ dwt ] 6 000 15 000 24 000\nSupported length [ m ] 101.00 139.50 153.60\nClear breadth [ m ] 22.00 23.80 27.40 Cranage [ t ] 5 5 + 5 15 + 15\nYou may contact our Exclusive Representatives"
"TURKU REPAIR YARD LTD, Naantali BLRT GRUPP Finland ","www.turkurepairyard.com","+358 (0)2 44 511 24h mobile: +358 (0)40 553 3491","+358 (0)2 445 1407 (projects)","Up to aframax sizeAs one of the largest dry-docks in Northern Europe, the yard is able to undertake even the most demanding repair, maintenance and conversion projects at competitive prices with delivery of high-quality work on agreed schedule.More than 100 annual dockings and ship repairs are carried out by the Turku Repair Yard Ltd. Dry Dock: 265m x 70m x 7.9mFloating dock: 4000t, 101m x 21.6m x 6.0m Layberth: 184m, 7.7mCrane capacity: 150 tons, 100 tons and 2 x 30 tonsElectrical power supply: up to 2800A, 2Mw\nClients and Partners you are WELCOME.\nYou may contact our Exclusive Representatives"
"Mumbai Port Trust Drydocks India ","mumbaiport.gov.in","6656 5040, 22616636 , Mobile No. 9820193912","","The existing facilities provide all major services for repairs to the ships. The Hughes Dry Dock pumps have been electrified and are used also for impounding water to an extra height of 1.20 m so that the depth of water at all berths inside Indira dock can be increased from 9.30 m to 10.50 m. During fair weather seasons the depth of water level can be increased even upto 11.50 m. At Hughes Dry Dock 24 welding plants of 415 V - 80 V - 300 A capacity and 8 Oxy-Acetylene outlets have been provided."
"JSC Western Shiprepair BLRT Group (Shipyard Klaipeda) ","www.wsy.lt","+ 370 46 48 36 00","+ 370 46 48 36 07","WESTERN SHIPREPAIR YARD (www.wsy.lt) - Klaipeda, Lithuania is one of the biggest shipyards in the Baltics. Shiprepair, Conversion and new building. Stevedoring. Rent of the premises for the port industrial & transhipment activities. Industrial park.\n    * Ship Conversion and Repair; Ship hulls construction; Steel constructions and steel processing, industrial projects (www.wsy.lt).    * Timber and Steel Stevedoring, Transhipments and logistics(www.wsy.lt)    * Industrial Park - rent of premises & spaces for the various port activities: mechanical, offshore, windpower, boats, transhipments, etc.\nClients and Partners you are WELCOME. We may have what you ARE LOOKING FOR"
"Scheepswerf L.J. Boer Sliedrecht BV  The Netherlands ","www.scheepswerfboer.nl","+31 (0) 184-412303","+31 (0) 184-420165","Boer shipyard started in 1927 as a forge, founded by Jan Boer. Initially inside the dike, but soon afterwards found on the Sliedrechtse water tower site on the Lower Merwede.\nIn the 90 years of its existence SWB in Sliedrecht become one yard in size, which runs all common repair and maintenance work for barges."
"BLOHM + VOSS REPAIR GMBH Germany ","www.blohmvoss.com","(+49) 40 3119 1139","(+49) 40 3119 3305","Our sophisticated equipment and optimal docking facilities guarantee we meet our customer requirements and allow us the kind of versatility that is expected from Blohm + Voss Repair.\nThe first stage of the restructuring involved the creation of a facility with two covered floating docks fitted out with sliding roof sections. The docks can be moved and fixed in various positions to a supply pontoon. After extension, the larger Dock No. 5 now accommodates ships of up to about 9,000 t, permitting maximum dimensions of approximately 160 m (525 ft) length and approximately 26 m (85 ft) beam. The smaller Dock 12 can accommodate vessels of approximately 6,000 t with a length of 143 m (469 ft) and a beam of approximately 25 m (82 ft).\nAdditionally one covered dry-dock with a capacity of approximately 300 m (1000 ft) can be used in Kiel.\nDock no.    Length (m)     Breath (m)     Draught (m)     Capacity     Lifting capacity6    162.5    24.5    8.0    18,000    9,00010    287.5    44.2    10.21    130,000    50,00011    320    52.0    10.8    250,000    65,00016    200    32.0    9.5    32,000    20,000Elbe 17    351.2    59.2    9.45    320,000    -\nRepair, Conversion and Modernisation of Ships and Offshore Units.Dock facilities up to 351 m. Max. capacity 320,000 DWT"
"Breko Shipbuilding & Repair The Netherlands ","www.breko.com","+31 (0)78 641 68 68","+31 (0)78 641 68 69","Breko Shipbuilding & Repair shipyard has all the facilities needed for the maintenance, repair and new construction of modern ships.Mark Breijer, Algemeen Directeurworking area of around two hectares 160 metre long quay enough space for several ships two stem-docks for quick propeller, bow thruster, rudder and other underwater repairsfactory hall with its own turning shop in-house hydraulics department all necessary expertise for ironwork. mobile maintenance service Breko\nBreko develops and builds inland navigation vessels, coasters and sea-going vessels for the transport of dry cargo, containers, chemicals, gas, mineral and edible oil, and bitumen. But you have also come to the right place at Breko for the design and construction of a passenger ship."
"HIDRODINAMIK SHIPYARD Turkey ","www.shiprepairtuzla.com","+90 216 395 23 19","+90 216 395 48 88","Hidrodinamik has full woodworking, machine shop, fabrication, electrical and mechanical departments to handle your every need. We repair an average of 130 ships, 400.000 DWT in total, annualy. Over 1500 vessels repaired up to now since 1986.\nAbility to Handle Any Type of Repair : Hidrodinamik Shipyard is a full-service company having the expertise to handle any type of repair or modification of dry cargo vessels, ro/ro, tankers, container vessels, river and sea going vessels, livestock carriers, tugboats, barges, passenger vessels and fishing vessels.Repair Services : Our repair services include : steel, piping, propeller, rudder, shaft, ventilation equipment insulation electric-electronic, carpentry, main engine works, renewal, maintenance and repair,waterblasting(750 bar), hydroblasting (2500 bar) tank cleaning and coating. Our modification services consist of lengthening and deepening.\nFloating Dock:\nLifting Capacity: 2.750 t, full length:115,3 m, outer width:22 m, inner width: 16 m, 2 x5 t crane.\nNew Building Construction:Maximum 9.000 DWT , Annual Capacity 10.000 DWT.\n "
"Damen Oskarshamnsvarvet Sweden Shipyards ","www.damenshiprepair.com/oskarshamnsvarvet/","+ 46 (0) 491-576 50","+ 46 (0) 491-576 70","Strategically located on Sweden’s east coast with direct access from sea, Damen Oskarshamnsvarvet has the equipment, facilities and experience required to satisfy the needs of ship owners and -operators looking for ship repair and maintenance services of all types.  Its spacious halls and workshops, combined with excellent ship handing facilities and a unique steelwork capability, enable clients to have all their requirements met in a single and convenient location. Today, the yard stands out in the region, combining over 150 years of ship experience, with the resources and expertise within the Damen Shipyards Group.\nThe facilities include the only floating dock on the western Baltic seaboard, 315 metres of quayside with 8 metres of draught, welding and painting halls, an internal ship transporter and extensive open ground on the site for lay-up and storage.\nOskarshamnsvarvet has the facilities and in-house skills to manage the full range of repair and maintenance activities including painting,\nblasting, refurbishment and steelworks of all types\nBerth   Length     Max draftBerth 1 315 m     8.0 m\nFloating Dock Length     Beam     Max draft     Lifting cap     Cranes     CranageFloating Dock     80 m     15.0 m     5.0 m     1,500 t     1     5 t\nSlipway Length     Beam     Cranes     CranageSlipway 100 m     30.0 m     1     65 t\nGröndalsgatan 17572 35 OskarshamnSwedenPostal address\nGröndalsgatan 17572 35 OskarshamnSwedenContact data\nP: + 46 (0) 491-576 50F: + 46 (0) 491-576 70E: info-osk@damen.com"
"Damen Shipyards Sharjah (DSSH) ","www.damenshiprepair.com/sharjah/","+971 (0) 6 506 5300","+971 (0) 6 506 5333","The Damen Shipyards Sharjah (DSSh) is located in the United Arab Emirates (UAE), in the Sharjah Hamriyah Free zone. DSSh is ideally positioned for easy access to all seven Emirates as well as providing connections to neighbouring Gulf states closer to the Straits of Hormuz. The yard is situated on a 284,000 m² site. The facility is equipped with a 5,200 tonne ship lift with a platform dimension of 120 m x 26.5 m, together with eight dry berths, a fully enclosed blasting and painting facility, and newbuild construction sheds totalling 4,500 m². There are also workshops covering 7,500 m² for the various trades active on the site. The yard has 1,200 m of quayside, with a draught varying between 5 m and 9 m. DSSh is a joint venture between Damen Shipyards Group and Albwardy Marine Engineering, bringing Damen expertise and capabilities to customers in the Middle East and beyond. The yard has the facilities to repair and construct all types of vessels, and has recently delivered tugs, workboats, support vessels, dredgers, landing craft, floating docks, barges and pontoons. Synchro Lift         Length     Beam     Max draft     Lifting capSynchro Lift     120 m     26.5 m     6.0 m     5,200 t"
"Damen Shiprepair Van Brink Rotterdam The Netherlands Shipyards ","www.damenshiprepair.com/van-brink/","+31 (0)10 299 53 00","+31 (0)10 429 59 23","Damen Shiprepair Van Brink Rotterdam  is active in repair, maintenance, spare parts and anchor and chains supply. We are centrally located in Rotterdam port and have unobstructed access to the North Sea. With our four floating dry docks and our modern and well-equipped workshop, we have the knowledge and quality to get the job done.\nDamen Shiprepair Van Brink Rotterdam has a long and reputable history in maintenance and repair work.To execute the most challenging repairs, we have all the equipment we need at Damen Shiprepair Van Brink Rotterdam. From tools and resources to crane and transport facilities.\nBerth     Length     Max draft     Cranes     CranageBerth 1 230 m     6.5>7.2 m     1     30 tBerth 2 150 m     6.5>7.0 m     1     5 tBerth 3 70 m     6.5>7.3 m     1     5 tBerth 4 125 m     6.5>7.0 m     1     12 t\nFloating Dock     Length     Beam     Max draft     Lifting cap     Cranes     CranageFloating Dock 1 217 m     31.8 m     7.0 m     20,000 t     3     30+2x10 tFloating Dock 2 170 m     25.0 m     7.0 m     12,000 t     2     25+3.2 tFloating Dock 3 175 m     26.3 m     7.0 m     12,000 t     1     25 tFloating Dock 4 103 m     15.8 m     6.0 m     2,750 t     2     5+15 t "
